Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Gasoline/Electricity,CA,small SUV,7,36/99,35/80,35/90,10,Yes
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Gasoline/Electricity,FA,small SUV,6,36/99,35/80,35/90,10,Yes
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,CA,midsize car,7,28,36,32,7,Yes
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,CA,station wagon,7,28,36,31,7,Yes
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,FA,midsize car,6,28,36,32,7,Yes
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,FA,station wagon,6,28,36,31,7,Yes
TESLA Model 3 Long Range,,,Auto-1,4WD,Electricity,FA,midsize car,10,141,127,134,10,Elite
TESLA Model 3 Long Range,,,Auto-1,4WD,Electricity,CA,midsize car,10,141,127,134,10,Elite
TESLA Model 3 Performance,,,Auto-1,4WD,Electricity,FA,midsize car,10,118,107,113,10,Elite
TESLA Model 3 Performance,,,Auto-1,4WD,Electricity,CA,midsize car,10,118,107,113,10,Elite
TESLA Model 3 Standard Range Plus,,,Auto-1,2WD,Electricity,FA,midsize car,10,149,132,141,10,Elite
TESLA Model 3 Standard Range Plus,,,Auto-1,2WD,Electricity,CA,midsize car,10,149,132,141,10,Elite
TESLA Model S Long Range,,,Auto-1,4WD,Electricity,FA,large car,10,124,115,120,10,Elite
TESLA Model S Long Range,,,Auto-1,4WD,Electricity,CA,large car,10,124,115,120,10,Elite
TESLA Model S Long Range Plus,,,Auto-1,4WD,Electricity,FA,large car,10,116,109,113,10,Elite
TESLA Model S Long Range Plus,,,Auto-1,4WD,Electricity,CA,large car,10,116,109,113,10,Elite
"TESLA Model S Performance (19"")",,,Auto-1,4WD,Electricity,FA,large car,10,114,106,110,10,Elite
"TESLA Model S Performance (19"")",,,Auto-1,4WD,Electricity,CA,large car,10,114,106,110,10,Elite
"TESLA Model S Performance (21"")",,,Auto-1,4WD,Electricity,FA,large car,10,98,93,96,10,Elite
"TESLA Model S Performance (21"")",,,Auto-1,4WD,Electricity,CA,large car,10,98,93,96,10,Elite
"TESLA Model S Plaid (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,large car,10,119,112,116,10,Elite
"TESLA Model S Plaid (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,large car,10,119,112,116,10,Elite
"TESLA Model S Plaid (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,large car,10,102,99,101,10,Elite
"TESLA Model S Plaid (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,large car,10,102,99,101,10,Elite
TESLA Model X Long Range,,,Auto-1,4WD,Electricity,FA,standard SUV,10,107,97,102,10,Elite
TESLA Model X Long Range,,,Auto-1,4WD,Electricity,CA,standard SUV,10,107,97,102,10,Elite
TESLA Model X Long Range Plus,,,Auto-1,4WD,Electricity,FA,standard SUV,10,109,101,105,10,Elite
TESLA Model X Long Range Plus,,,Auto-1,4WD,Electricity,CA,standard SUV,10,109,101,105,10,Elite
"TESLA Model X Performance (20"")",,,Auto-1,4WD,Electricity,FA,standard SUV,10,100,95,97,10,Elite
"TESLA Model X Performance (20"")",,,Auto-1,4WD,Electricity,CA,standard SUV,10,100,95,97,10,Elite
"TESLA Model X Performance (22"")",,,Auto-1,4WD,Electricity,FA,standard SUV,10,89,83,86,10,Elite
"TESLA Model X Performance (22"")",,,Auto-1,4WD,Electricity,CA,standard SUV,10,89,83,86,10,Elite
TESLA Model Y Long Range,,,Auto-1,4WD,Electricity,FA,small SUV,10,128,116,122,10,Elite
TESLA Model Y Long Range,,,Auto-1,4WD,Electricity,CA,small SUV,10,128,116,122,10,Elite
TESLA Model Y Performance,,,Auto-1,4WD,Electricity,FA,small SUV,10,115,106,111,10,Elite
TESLA Model Y Performance,,,Auto-1,4WD,Electricity,CA,small SUV,10,115,106,111,10,Elite
TESLA Model Y Standard Range,,,Auto-1,2WD,Electricity,FA,small SUV,10,140,119,129,10,Elite
TESLA Model Y Standard Range,,,Auto-1,2WD,Electricity,CA,small SUV,10,140,119,129,10,Elite
TOYOTA Avalon Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,43,43,43,9,Yes
TOYOTA Avalon Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,43,43,43,9,Yes
TOYOTA Avalon Hybrid XLE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,43,44,44,9,Yes
TOYOTA Avalon Hybrid XLE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,43,44,44,9,Yes
TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,51,53,52,9,Yes
TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,51,53,52,9,Yes
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,44,47,46,9,Yes
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,44,47,46,9,Yes
TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,28,39,32,7,Yes
TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,28,39,32,7,Yes
TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,27,38,31,7,Yes
TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,27,38,31,7,Yes
TOYOTA Corolla,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,29,36,32,7,Yes
TOYOTA Corolla,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,7,29,36,32,7,Yes
TOYOTA Corolla,2.0,4.0,SCV-10,2WD,Gasoline,CA,small car,7,31,40,34,7,Yes
TOYOTA Corolla,2.0,4.0,SCV-10,2WD,Gasoline,FA,small car,7,31,40,34,7,Yes
TOYOTA Corolla Apex,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,28,36,31,7,Yes
TOYOTA Corolla Apex,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,7,28,36,31,7,Yes
TOYOTA Corolla Apex,2.0,4.0,SCV-10,2WD,Gasoline,CA,small car,7,31,38,34,7,Yes
TOYOTA Corolla Apex,2.0,4.0,SCV-10,2WD,Gasoline,FA,small car,7,31,38,34,7,Yes
TOYOTA Corolla Hatchback,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,28,37,31,7,Yes
TOYOTA Corolla Hatchback,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,7,28,37,31,7,Yes
TOYOTA Corolla Hatchback,2.0,4.0,SCV-10,2WD,Gasoline,CA,small car,7,32,41,35,7,Yes
TOYOTA Corolla Hatchback,2.0,4.0,SCV-10,2WD,Gasoline,FA,small car,7,32,41,35,7,Yes
TOYOTA Corolla Hatchback XSE,2.0,4.0,SCV-10,2WD,Gasoline,CA,small car,7,30,38,33,7,Yes
TOYOTA Corolla Hatchback XSE,2.0,4.0,SCV-10,2WD,Gasoline,FA,small car,7,30,38,33,7,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,CA,small car,7,53,52,52,9,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,FA,small car,7,53,52,52,9,Yes
TOYOTA Corolla XSE,2.0,4.0,SCV-10,2WD,Gasoline,CA,small car,7,31,38,34,7,Yes
TOYOTA Corolla XSE,2.0,4.0,SCV-10,2WD,Gasoline,FA,small car,7,31,38,34,7,Yes
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,CA,small SUV,7,36,35,36,8,Yes
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,FA,small SUV,7,36,35,36,8,Yes
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,CA,standard SUV,7,35,35,35,7,Yes
TOYOTA Highlander Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,FA,standard SUV,7,35,35,35,7,Yes
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4.0,SCV-6,4WD,Gasoline,CA,standard SUV,7,35,34,35,7,Yes
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4.0,SCV-6,4WD,Gasoline,FA,standard SUV,7,35,34,35,7,Yes
TOYOTA Mirai Limited,,,CVT,2WD,Hydrogen,FA,small car,10,67,64,65,10,Elite
TOYOTA Mirai Limited,,,CVT,2WD,Hydrogen,CA,small car,10,67,64,65,10,Elite
TOYOTA Mirai XLE,,,CVT,2WD,Hydrogen,FA,small car,10,76,71,74,10,Elite
TOYOTA Mirai XLE,,,CVT,2WD,Hydrogen,CA,small car,10,76,71,74,10,Elite
TOYOTA Prius,1.8,4.0,CVT,2WD,Gasoline,CA,midsize car,7,54,50,52,9,Yes
TOYOTA Prius,1.8,4.0,CVT,2WD,Gasoline,FA,midsize car,7,54,50,52,9,Yes
TOYOTA Prius,1.8,4.0,CVT,4WD,Gasoline,CA,midsize car,7,51,47,49,9,Yes
TOYOTA Prius,1.8,4.0,CVT,4WD,Gasoline,FA,midsize car,7,51,47,49,9,Yes
TOYOTA Prius Eco,1.8,4.0,CVT,2WD,Gasoline,CA,midsize car,7,58,53,56,10,Yes
TOYOTA Prius Eco,1.8,4.0,CVT,2WD,Gasoline,FA,midsize car,7,58,53,56,10,Yes
TOYOTA Prius Prime,1.8,4.0,CVT,2WD,Gasoline/Electricity,CA,midsize car,7,55/145,53/121,54/133,10,Yes
TOYOTA Prius Prime,1.8,4.0,CVT,2WD,Gasoline/Electricity,FA,midsize car,7,55/145,53/121,54/133,10,Yes
TOYOTA RAV4 Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,41,38,40,8,Yes
TOYOTA RAV4 Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,41,38,40,8,Yes
TOYOTA RAV4 PRIME,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,small SUV,7,40/105,36/84,38/94,10,Yes
TOYOTA RAV4 PRIME,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,small SUV,7,40/105,36/84,38/94,10,Yes
TOYOTA Sienna,2.5,4.0,SCV-6,2WD,Gasoline,CA,minivan,7,36,36,36,8,Yes
TOYOTA Sienna,2.5,4.0,SCV-6,2WD,Gasoline,FA,minivan,7,36,36,36,8,Yes
TOYOTA Sienna,2.5,4.0,SCV-6,4WD,Gasoline,CA,minivan,7,35,36,35,7,Yes
TOYOTA Sienna,2.5,4.0,SCV-6,4WD,Gasoline,FA,minivan,7,35,36,35,7,Yes
TOYOTA Venza,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,40,37,39,8,Yes
TOYOTA Venza,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,40,37,39,8,Yes
VOLKSWAGEN Golf,1.4,4.0,Man-6,2WD,Gasoline,CA,small car,7,29,39,33,7,Yes
VOLKSWAGEN Golf,1.4,4.0,Man-6,2WD,Gasoline,FA,small car,7,29,39,33,7,Yes
VOLKSWAGEN Golf,1.4,4.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,29,36,32,7,Yes
VOLKSWAGEN Golf,1.4,4.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,29,36,32,7,Yes
VOLKSWAGEN ID.4 1st,,,Auto-1,2WD,Electricity,FA,small SUV,10,104,89,97,10,Elite
VOLKSWAGEN ID.4 1st,,,Auto-1,2WD,Electricity,CA,small SUV,10,104,89,97,10,Elite
VOLKSWAGEN ID.4 AWD Pro,,,Auto-1,4WD,Electricity,FA,small SUV,10,102,90,97,10,Elite
VOLKSWAGEN ID.4 AWD Pro,,,Auto-1,4WD,Electricity,CA,small SUV,10,102,90,97,10,Elite
VOLKSWAGEN ID.4 AWD Pro S,,,Auto-1,4WD,Electricity,FA,small SUV,10,98,88,93,10,Elite
VOLKSWAGEN ID.4 AWD Pro S,,,Auto-1,4WD,Electricity,CA,small SUV,10,98,88,93,10,Elite
VOLKSWAGEN ID.4 Pro,,,Auto-1,2WD,Electricity,FA,small SUV,10,107,91,99,10,Elite
VOLKSWAGEN ID.4 Pro,,,Auto-1,2WD,Electricity,CA,small SUV,10,107,91,99,10,Elite
VOLKSWAGEN ID.4 Pro S,,,Auto-1,2WD,Electricity,FA,small SUV,10,104,89,97,10,Elite
VOLKSWAGEN ID.4 Pro S,,,Auto-1,2WD,Electricity,CA,small SUV,10,104,89,97,10,Elite
VOLKSWAGEN Jetta,1.4,4.0,Man-6,2WD,Gasoline,CA,small car,7,30,41,34,7,Yes
VOLKSWAGEN Jetta,1.4,4.0,Man-6,2WD,Gasoline,FA,small car,7,30,41,34,7,Yes
VOLKSWAGEN Jetta,1.4,4.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,29,39,33,7,Yes
VOLKSWAGEN Jetta,1.4,4.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,29,39,33,7,Yes
VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small car,7,28/70,33/68,30/69,10,Yes
VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small car,7,28/70,33/68,30/69,10,Yes
VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,midsize car,7,28/58,31/64,30/60,10,Yes
VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,midsize car,7,28/58,31/64,30/60,10,Yes
VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,station wagon,7,28/70,33/68,30/69,10,Yes
VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,station wagon,7,28/70,33/68,30/69,10,Yes
VOLVO XC40 BEV,,,Auto-1,4WD,Electricity,FA,small SUV,10,85,72,79,10,Elite
VOLVO XC40 BEV,,,Auto-1,4WD,Electricity,CA,small SUV,10,85,72,79,10,Elite
VOLVO XC60,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small SUV,7,26/56,28/57,27/57,9,Yes
VOLVO XC60,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small SUV,7,26/56,28/57,27/57,9,Yes
VOLVO XC90,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,26/58,28/53,27/55,9,Yes
VOLVO XC90,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,26/58,28/53,27/55,9,Yes
AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,CA,small car,7,29,38,32,7,Yes
AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,FA,small car,7,29,38,32,7,Yes
AUDI A3,2.0,4.0,AMS-7,4WD,Gasoline,CA,small car,7,28,36,31,7,Yes
AUDI A3,2.0,4.0,AMS-7,4WD,Gasoline,FA,small car,7,28,36,31,7,Yes
AUDI A7 TFSI e quattro,2.0,4.0,AMS-7,4WD,Gasoline/Electricity,CA,midsize car,7,25/66,31/75,27/70,10,Yes
AUDI A7 TFSI e quattro,2.0,4.0,AMS-7,4WD,Gasoline/Electricity,FA,midsize car,7,25/66,31/75,27/70,10,Yes
AUDI Q4 e-tron Sportback quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,100,89,95,10,Elite
AUDI Q4 e-tron Sportback quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,100,89,95,10,Elite
AUDI Q4 e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,100,89,95,10,Elite
AUDI Q4 e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,100,89,95,10,Elite
AUDI Q5 TFSI e quattro,2.0,4.0,AMS-7,4WD,Gasoline/Electricity,CA,small SUV,7,25/60,27/61,26/61,10,Yes
AUDI Q5 TFSI e quattro,2.0,4.0,AMS-7,4WD,Gasoline/Electricity,FA,small SUV,7,25/60,27/61,26/61,10,Yes
AUDI RS e-tron GT,,,Auto-2,4WD,Electricity,FA,midsize car,10,79,82,81,10,Elite
AUDI RS e-tron GT,,,Auto-2,4WD,Electricity,CA,midsize car,10,79,82,81,10,Elite
AUDI e-tron GT,,,Auto-2,4WD,Electricity,FA,midsize car,10,81,83,82,10,Elite
AUDI e-tron GT,,,Auto-2,4WD,Electricity,CA,midsize car,10,81,83,82,10,Elite
"AUDI e-tron S (20"" wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,72,75,73,10,Elite
"AUDI e-tron S (20"" wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,72,75,73,10,Elite
"AUDI e-tron S (21"" or 22"" wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,62,64,63,10,Elite
"AUDI e-tron S (21"" or 22"" wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,62,64,63,10,Elite
"AUDI e-tron S Sportback (20"" wheel)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,73,78,75,10,Elite
"AUDI e-tron S Sportback (20"" wheel)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,73,78,75,10,Elite
"AUDI e-tron S Sportback(21/22"" wh)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,64,66,65,10,Elite
"AUDI e-tron S Sportback(21/22"" wh)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,64,66,65,10,Elite
AUDI e-tron Sportback quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,76,78,77,10,Elite
AUDI e-tron Sportback quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,76,78,77,10,Elite
AUDI e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,78,77,78,10,Elite
AUDI e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,78,77,78,10,Elite
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,small car,7,25/72,33/80,28/75,9,Yes
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,small car,7,25/72,33/80,28/75,9,Yes
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small car,7,22/64,30/71,25/67,9,Yes
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small car,7,22/64,30/71,25/67,9,Yes
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,small car,7,24/59,29/72,26/64,9,Yes
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,small car,7,24/59,29/72,26/64,9,Yes
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small car,7,22/59,28/67,25/62,8,Yes
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small car,7,22/59,28/67,25/62,8,Yes
BMW X5 xDrive45e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,19/47,22/54,20/50,9,Yes
BMW X5 xDrive45e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,19/47,22/54,20/50,9,Yes
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,94,98,96,10,Elite
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,94,98,96,10,Elite
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,79,80,80,10,Elite
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,79,80,80,10,Elite
"BMW i4eDrive40GranCoupe(18"" Whels)",,,Auto-1,2WD,Electricity,FA,small car,10,109,108,109,10,Elite
"BMW i4eDrive40GranCoupe(18"" Whels)",,,Auto-1,2WD,Electricity,CA,small car,10,109,108,109,10,Elite
"BMW i4eDrive40GranCoupe(19"" Whels)",,,Auto-1,2WD,Electricity,FA,small car,10,100,98,99,10,Elite
"BMW i4eDrive40GranCoupe(19"" Whels)",,,Auto-1,2WD,Electricity,CA,small car,10,100,98,99,10,Elite
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,86,87,86,10,Elite
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,86,87,86,10,Elite
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,82,84,83,10,Elite
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,82,84,83,10,Elite
"BMW iX xDrive50 (22"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,86,85,86,10,Elite
"BMW iX xDrive50 (22"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,86,85,86,10,Elite
CHEVROLET Bolt EUV,,,CVT,2WD,Electricity,FA,station wagon,10,125,104,115,10,Elite
CHEVROLET Bolt EUV,,,CVT,2WD,Electricity,CA,station wagon,10,125,104,115,10,Elite
CHEVROLET Bolt EV,,,CVT,2WD,Electricity,FA,station wagon,10,131,109,120,10,Elite
CHEVROLET Bolt EV,,,CVT,2WD,Electricity,CA,station wagon,10,131,109,120,10,Elite
CHEVROLET Malibu,1.5,4.0,CVT,2WD,Gasoline,CA,midsize car,7,29,36,32,7,Yes
CHEVROLET Malibu,1.5,4.0,CVT,2WD,Gasoline,FA,midsize car,7,29,36,32,7,Yes
CHEVROLET Trailblazer,1.3,3.0,CVT,2WD,Gasoline,CA,small SUV,7,29,33,31,7,Yes
CHEVROLET Trailblazer,1.3,3.0,CVT,2WD,Gasoline,FA,small SUV,7,29,33,31,7,Yes
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,CA,minivan,7,29/87,30/77,30/82,10,Yes
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,FA,minivan,7,29/87,30/77,30/82,10,Yes
FORD Escape HEV,2.5,4.0,CVT,2WD,Gasoline,CA,small SUV,7,44,37,41,8,Yes
FORD Escape HEV,2.5,4.0,CVT,2WD,Gasoline,FA,small SUV,7,44,37,41,8,Yes
FORD Escape HEV,2.5,4.0,CVT,4WD,Gasoline,CA,small SUV,7,43,37,40,8,Yes
FORD Escape HEV,2.5,4.0,CVT,4WD,Gasoline,FA,small SUV,7,43,37,40,8,Yes
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,CA,small SUV,7,43/117,38/93,40/105,10,Yes
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,FA,small SUV,7,43/117,38/93,40/105,10,Yes
FORD F150 Lightning,,,Auto-1,4WD,Electricity,FA,pickup,10,76,61,68,10,Elite
FORD F150 Lightning,,,Auto-1,4WD,Electricity,CA,pickup,10,76,61,68,10,Elite
FORD F150 Lightning,,,Auto-1,4WD,Electricity,FA,pickup,10,78,63,70,10,Elite
FORD F150 Lightning,,,Auto-1,4WD,Electricity,CA,pickup,10,78,63,70,10,Elite
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,FA,pickup,10,73,60,66,10,Elite
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,CA,pickup,10,73,60,66,10,Elite
FORD Mustang Mach-E,,,Auto-1,2WD,Electricity,FA,small SUV,10,110,96,103,10,Elite
FORD Mustang Mach-E,,,Auto-1,2WD,Electricity,CA,small SUV,10,110,96,103,10,Elite
FORD Mustang Mach-E,,,Auto-1,4WD,Electricity,FA,small SUV,10,99,86,93,10,Elite
FORD Mustang Mach-E,,,Auto-1,4WD,Electricity,CA,small SUV,10,99,86,93,10,Elite
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,2WD,Electricity,FA,small SUV,10,108,94,101,10,Elite
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,2WD,Electricity,CA,small SUV,10,108,94,101,10,Elite
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,4WD,Electricity,FA,small SUV,10,105,91,98,10,Elite
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,4WD,Electricity,CA,small SUV,10,105,91,98,10,Elite
FORD Mustang Mach-E Extended,,,Auto-1,2WD,Electricity,FA,small SUV,10,104,90,97,10,Elite
FORD Mustang Mach-E Extended,,,Auto-1,2WD,Electricity,CA,small SUV,10,104,90,97,10,Elite
FORD Mustang Mach-E Extended,,,Auto-1,4WD,Electricity,FA,small SUV,10,97,84,91,10,Elite
FORD Mustang Mach-E Extended,,,Auto-1,4WD,Electricity,CA,small SUV,10,97,84,91,10,Elite
FORD Mustang Mach-E GT,,,Auto-1,4WD,Electricity,FA,small SUV,10,90,77,84,10,Elite
FORD Mustang Mach-E GT,,,Auto-1,4WD,Electricity,CA,small SUV,10,90,77,84,10,Elite
FORD Mustang Mach-E GT Performance,,,Auto-1,4WD,Electricity,FA,small SUV,10,88,75,82,10,Elite
FORD Mustang Mach-E GT Performance,,,Auto-1,4WD,Electricity,CA,small SUV,10,88,75,82,10,Elite
HONDA Accord,1.5,4.0,CVT,2WD,Gasoline,CA,large car,7,30,38,33,7,Yes
HONDA Accord,1.5,4.0,CVT,2WD,Gasoline,FA,large car,7,30,38,33,7,Yes
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,CA,large car,7,48,47,47,9,Yes
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,FA,large car,7,48,47,47,9,Yes
HONDA Accord Sport/Touring,1.5,4.0,SCV-7,2WD,Gasoline,CA,large car,7,29,35,32,7,Yes
HONDA Accord Sport/Touring,1.5,4.0,SCV-7,2WD,Gasoline,FA,large car,7,29,35,32,7,Yes
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,CA,large car,7,44,41,43,8,Yes
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,FA,large car,7,44,41,43,8,Yes
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,CA,small SUV,7,40,35,38,8,Yes
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,FA,small SUV,7,40,35,38,8,Yes
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,CA,midsize car,7,33,42,36,7,Yes
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,FA,midsize car,7,33,42,36,7,Yes
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,midsize car,7,31,38,34,7,Yes
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,midsize car,7,31,38,34,7,Yes
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,31,40,35,7,Yes
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,31,40,35,7,Yes
HONDA Civic 4Dr,2.0,4.0,SCV-7,2WD,Gasoline,CA,midsize car,7,30,37,33,7,Yes
HONDA Civic 4Dr,2.0,4.0,SCV-7,2WD,Gasoline,FA,midsize car,7,30,37,33,7,Yes
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,CA,large car,7,31,39,35,7,Yes
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,FA,large car,7,31,39,35,7,Yes
